Filename,Shape
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P023@lge_lax_4ch.h5,[  2   1  10 508 175]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P019@lge_lax_4ch.h5,[  2   1  10 380 170]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P008@cine_sax.h5,[ 12   2  10 446 198]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P003@cine_sax.h5,[ 12  14  10 448 162]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P002@lge_sax.h5,[  2  11  10 510 165]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P008@cine_lax_2ch.h5,[ 12   1  10 384 156]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P006@lge_sax.h5,[  2  10  10 380 170]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P051@cine_sax.h5,[ 12   4  10 450 198]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P004@T1map.h5,[  9   6  10 512 124]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P010@T2w.h5,[ 11  10 512 228]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P008@cine_lax.h5,[ 12   3  10 414 166]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P046@cine_lax_4ch.h5,[ 12   1  10 442 198]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P007@cine_lax_2ch.h5,[ 12   1  10 434 224]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P020@lge_sax.h5,[  2  10  10 508 200]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P005@cine_lax_2ch.h5,[ 12   1  10 450 198]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P015@cine_ot.h5,[ 12   1  10 438 298]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P044@cine_sax.h5,[ 12  11  10 448 198]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P015@cine_sax.h5,[ 12  14  10 418 120]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P060@perfusion.h5,[ 50   4  10 384 131]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P013@cine_lax_4ch.h5,[ 12   1  10 442 198]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P010@T1mappost.h5,[  9   3  10 510 161]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P040@T1map.h5,[  8   3  10 502 161]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P024@lge_sax.h5,[  2  10  10 510 200]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P002@lge_lax_2ch.h5,[  2   1  10 510 175]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P055@perfusion.h5,[ 50   4  10 382 131]
Cine@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P009@cine_lax.h5,[ 12   3  10 442 160]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P008@cine_lax_4ch.h5,[ 12   1  10 448 198]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P004@lge_sax.h5,[  2  10  10 384 170]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P009@cine_lax_4ch.h5,[ 12   1  10 384 156]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P003@T1map.h5,[  8   3  10 510 161]
T1w@TrainingSet@FullSample@Center003@UIH_30T_umr880@P020@T1w.h5,[  8  10 512 248]
BlackBlood@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P034@blackblood.h5,[ 10  10 512 166]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P014@T2map.h5,[  3   3  10 380  82]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P055@T2map.h5,[  3   3  10 384 157]
Mapping@TrainingSet@FullSample@Center003@UIH_30T_umr880@P022@T2map.h5,[  3   3  10 380 177]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P033@T1map.h5,[  8   6  10 510 103]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P025@lge_lax_4ch.h5,[  2   1  10 506 175]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P042@cine_sax.h5,[ 12   2  10 450 198]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P005@cine_lax_4ch.h5,[ 12   1  10 442 212]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P016@cine_lax_2ch.h5,[ 12   1  10 384 144]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P006@lge_sax.h5,[  2  10  10 506 200]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P009@T2w.h5,[ 11  10 512 286]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P003@cine_lax_4ch.h5,[ 12   1  10 440 224]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P046@T1rho.h5,[  4   3  10 384 137]
T1w@TrainingSet@FullSample@Center003@UIH_30T_umr880@P018@T1w.h5,[ 10  10 512 248]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P014@T2w.h5,[ 10  10 512 228]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P003@lge_lax_3ch.h5,[  2   1  10 514 175]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P006@cine_lax_2ch.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Vida@P002@cine_lax_4ch.h5,[ 12   1  10 384 132]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P057@T2w.h5,[ 11  10 516 201]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P031@T1map.h5,[  8   6  10 512  96]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P013@perfusion.h5,[ 50   4  10 222  87]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P010@lge_lax_2ch.h5,[  2   1  10 512 175]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P030@cine_sax.h5,[ 12  13  10 416 162]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P019@T1w.h5,[ 10  10 512 246]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P006@T1map.h5,[  8   6  10 512 135]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P020@perfusion.h5,[ 50   4  10 224  87]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P003@T2smap.h5,[  8   3  10 418 141]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P009@lge_lax.h5,[  2   2  10 508 147]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P006@cine_lax_4ch.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P017@cine_sax.h5,[ 12  10  10 446 278]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P015@T1map.h5,[  8   3  10 520 161]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P003@cine_lax_4ch.h5,[ 12   1  10 386 171]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P009@lge_lax_2ch.h5,[  2   1  10 508 175]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P007@cine_lax_4ch.h5,[ 12   1  10 448 224]
T1w@TrainingSet@FullSample@Center003@UIH_30T_umr880@P010@T1w.h5,[ 11  10 512 248]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P040@cine_lax.h5,[ 12   3  10 416 166]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P008@T2map.h5,[  3   3  10 384 106]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P042@lge_sax.h5,[  2  12  10 514 200]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P024@perfusion.h5,[ 50   4  10 222  87]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P058@cine_lax_3ch.h5,[ 12   1  10 446 198]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P001@lge_sax.h5,[  2  10  10 384 170]
BlackBlood@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P005@blackblood.h5,[  9  10 512 166]
LGE@TrainingSet@FullSample@Center006@UIH_30T_umr790@P002@lge_lax_4ch.h5,[  2   1  10 510 175]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P030@cine_sax.h5,[ 12   8  10 446 198]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P006@cine_ot.h5,[ 12   1  10 384 171]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P005@cine_lax_4ch.h5,[ 12   1  10 384 171]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P001@T2map.h5,[  3   3  10 386 149]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P057@T1mappost.h5,[  9   3  10 512 161]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P001@T1mappost.h5,[  9   3  10 516 161]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P005@cine_lax_2ch.h5,[ 12   1  10 384 165]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P007@cine_lax_4ch.h5,[ 12   1  10 384 144]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P014@T1w.h5,[ 10  10 512 246]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P014@T2map.h5,[  3   3  10 382 149]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P010@cine_sax.h5,[ 12   1  10 448 176]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P007@T2map.h5,[  3   3  10 384 149]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P008@T1map.h5,[  8   3  10 512 124]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P050@T2w.h5,[ 11  10 512 248]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P060@T1map.h5,[  8   3  10 510 161]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P001@perfusion.h5,[ 50   4  10 384 131]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P057@cine_sax.h5,[ 12   9  10 448 198]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P005@cine_sax.h5,[ 12  14  10 384 156]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P007@T2w.h5,[ 10  10 512 228]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P023@T2w.h5,[ 10  10 512 228]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P008@T1map.h5,[  8   7  10 510 149]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P033@T1mappost.h5,[  9   3  10 512 161]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P006@cine_sax.h5,[ 12  10  10 440 278]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P014@T1mappost.h5,[  9   3  10 514 161]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P010@T1map.h5,[  8   3  10 510 124]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P018@cine_lax_3ch.h5,[ 12   1  10 448 176]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P031@cine_lax.h5,[ 12   3  10 414 166]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P004@cine_sax.h5,[ 12   1  10 384 144]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P009@T1map.h5,[  8   5  10 510 142]
T1w@TrainingSet@FullSample@Center003@UIH_30T_umr880@P004@T1w.h5,[ 10  10 512 248]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P020@T2map.h5,[  3   3  10 384 149]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P016@cine_sax.h5,[ 12  10  10 384 144]
LGE@TrainingSet@FullSample@Center006@UIH_30T_umr790@P001@lge_lax_3ch.h5,[  2   1  10 506 175]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P025@cine_lax_3ch.h5,[ 12   1  10 448 198]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P004@lge_lax_2ch.h5,[  2   1  10 510 175]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P003@cine_lax_2ch.h5,[ 12   1  10 456 224]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P037@perfusion.h5,[ 35   1  10 384 131]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P008@cine_lvot.h5,[ 12   1  10 446 166]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P010@lge_lax_4ch.h5,[  2   1  10 506 175]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P026@flow2d.h5,[  2  27  10 382 119]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P021@cine_sax.h5,[ 12  13  10 414 162]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P014@T1map.h5,[  8   3  10 382 149]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P035@perfusion.h5,[ 50   4  10 380 131]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P001@lge_sax.h5,[  2   9  10 514 200]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P013@cine_sax.h5,[ 12   1  10 384 144]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P012@flow2d.h5,[  2  24  10 388 119]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P009@cine_lax_4ch.h5,[ 12   1  10 452 212]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P037@flow2d.h5,[  2  23  10 388 119]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P033@cine_sax.h5,[ 12   4  10 418 120]
T1w@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P010@T1w.h5,[ 10  10 516 207]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P019@T2map.h5,[  3   3  10 384 149]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P053@T2map.h5,[  3   3  10 386 157]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P027@cine_ot.h5,[ 12   1  10 388 171]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P029@perfusion.h5,[ 50   4  10 384 159]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Avanto@P001@cine_lax_3ch.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P005@cine_lax_4ch.h5,[ 12   1  10 448 198]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P029@cine_lax_4ch.h5,[ 12   1  10 446 198]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P004@cine_sax.h5,[ 12   2  10 416 120]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P003@lge_sax.h5,[  2   7  10 516 151]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P010@lge_sax.h5,[  2   7  10 510 182]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P021@T1rho.h5,[  4   3  10 382 137]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P057@lge_lax_2ch.h5,[  2   1  10 514 175]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P005@T1rho.h5,[  4   3  10 380 137]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P037@cine_sax.h5,[ 12  12  10 416 160]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P008@cine_lax_4ch.h5,[ 12   1  10 384 171]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P033@cine_lax.h5,[ 12   3  10 418 166]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P001@T1map.h5,[  8   6  10 512 124]
LGE@TrainingSet@FullSample@Center006@UIH_30T_umr790@P001@lge_sax.h5,[  2  10  10 510 175]
Mapping@TrainingSet@FullSample@Center003@UIH_30T_umr880@P010@T1mappost.h5,[  3   1  10 520 185]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P006@cine_sax.h5,[ 12  13  10 448 198]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P033@T2w.h5,[ 11  10 512 248]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P042@perfusion.h5,[ 50   4  10 384 131]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P032@T1map.h5,[  8   3  10 512 161]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P021@cine_lax_4ch.h5,[ 12   1  10 446 198]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P008@T2map.h5,[  3   5  10 382 106]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P003@T2map.h5,[  3   3  10 384 149]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P023@T1w.h5,[ 10  10 512 246]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P043@cine_sax.h5,[ 12  10  10 448 198]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P035@cine_lax.h5,[ 12   3  10 416 130]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P011@cine_sax.h5,[ 12   9  10 446 198]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P027@lge_lax_4ch.h5,[  2   1  10 382 170]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P009@T1mappost.h5,[  9   3  10 512 161]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P055@cine_lax_4ch.h5,[ 12   1  10 442 198]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P005@cine_sax.h5,[ 12   1  10 384 144]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P022@T1map.h5,[  8   6  10 512 107]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P054@lge_lax_2ch.h5,[  2   1  10 512 175]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P001@cine_lax_4ch.h5,[ 12   1  10 442 198]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P001@cine_sax.h5,[ 12  10  10 450 202]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P002@cine_lax.h5,[ 12   3  10 444 202]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P019@cine_ot.h5,[ 12   1  10 440 298]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Avanto@P002@cine_sax.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P001@cine_sax.h5,[ 12  11  10 288 112]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P014@lge_sax.h5,[  2  10  10 384 170]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P011@cine_lax_4ch.h5,[ 12   1  10 384 144]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P015@cine_ot.h5,[ 12   1  10 384 171]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P008@lge_sax.h5,[  2  10  10 510 200]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P008@cine_lax_4ch.h5,[ 12   1  10 384 144]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P002@T2map.h5,[  3   9  10 384 104]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P029@T1map.h5,[  8   6  10 514  89]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P015@T1map.h5,[  8   3  10 382 149]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P006@cine_lax_4ch.h5,[ 12   1  10 448 198]
Perfusion@TrainingSet@FullSample@Center002@UIH_30T_umr880@P007@perfusion.h5,[ 50   4  10 380 133]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P009@cine_lax_3ch.h5,[ 12   1  10 450 212]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P006@T1w.h5,[  9  10 514 199]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P046@T2map.h5,[  3   3  10 384 157]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P010@cine_lax_2ch.h5,[ 12   1  10 384 168]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P002@cine_lax_4ch.h5,[ 12   1  10 446 198]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P060@T1mappost.h5,[  9   3  10 512 161]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P015@cine_lax_2ch.h5,[ 12   1  10 386 205]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P007@lge_lax_4ch.h5,[  2   1  10 510 175]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P005@lge_lax_4ch.h5,[  2   1  10 506 175]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P006@cine_lax_2ch.h5,[ 12   1  10 456 198]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P055@cine_lax_3ch.h5,[ 12   1  10 444 198]
Mapping@TrainingSet@FullSample@Center003@UIH_30T_umr880@P025@T2map.h5,[  3   3  10 382 241]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P010@cine_lax_4ch.h5,[ 12   1  10 444 212]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P007@T1map.h5,[  9   3  10 510 117]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P061@cine_lax_3ch.h5,[ 12   1  10 450 198]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P055@lge_lax_4ch.h5,[  2   1  10 508 175]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P009@cine_sax.h5,[ 12  11  10 450 160]
Mapping@TrainingSet@FullSample@Center002@UIH_30T_umr880@P008@T2map.h5,[  3   5  10 388 157]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P034@lge_lax_2ch.h5,[  2   3  10 510 175]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P005@T1w.h5,[ 10  10 512 246]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P013@T1mappost.h5,[  9   3  10 384 149]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P022@flow2d.h5,[  2  18  10 388 119]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P001@cine_sax.h5,[ 12  12  10 416 160]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P016@cine_lax_2ch.h5,[ 12   1  10 380 205]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P028@T1map.h5,[  8   3  10 502 161]
Mapping@TrainingSet@FullSample@Center002@UIH_30T_umr880@P002@T2map.h5,[  3   5  10 380 157]
T1rho@TrainingSet@FullSample@Center002@UIH_30T_umr880@P006@T1rho.h5,[  4   3  10 384 157]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P004@lge_sax.h5,[  2  10  10 516 150]
BlackBlood@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P033@blackblood.h5,[  7  10 518 114]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P009@cine_lax_2ch.h5,[ 12   1  10 452 198]
Cine@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P012@cine_lax.h5,[ 12   3  10 450 190]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P010@lge_lax_4ch.h5,[  2   1  10 516 175]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P003@T1map.h5,[  8   3  10 386 149]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P011@cine_lax_3ch.h5,[ 12   1  10 448 198]
Cine@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P014@cine_lax.h5,[ 12   3  10 446 192]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P018@cine_lax_2ch.h5,[ 12   1  10 384 144]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P024@T1w.h5,[ 10  10 514 199]
Mapping@TrainingSet@FullSample@Center003@UIH_30T_umr880@P015@T2map.h5,[  3   3  10 386 177]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P009@cine_lax.h5,[ 12   3  10 444 166]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P003@lge_lax.h5,[  2   2  10 510 147]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P013@T2map.h5,[  3   3  10 384 149]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P030@lge_sax.h5,[  2   9  10 512 200]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P015@T2map.h5,[  3   3  10 382 157]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P037@T2w.h5,[ 11  10 512 248]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P020@lge_lax_2ch.h5,[  2   1  10 384 170]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P018@T1w.h5,[ 10  10 512 246]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P016@lge_sax.h5,[  2   2  10 506 187]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P031@T2map.h5,[  3   1  10 382  70]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P026@cine_lax_4ch.h5,[ 12   1  10 448 198]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P006@T1mappost.h5,[  9   3  10 512 161]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P002@cine_sax.h5,[ 12   1  10 384 150]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P002@lge_lax_4ch.h5,[  2   1  10 384 170]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P007@cine_lax_3ch.h5,[ 12   1  10 384 144]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P002@lge_sax.h5,[  2  11  10 506 182]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P002@cine_sax.h5,[ 12   1  10 320 121]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P020@T1map.h5,[  8   3  10 384 149]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P023@cine_lax_2ch.h5,[ 12   1  10 452 198]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P057@lge_lax_4ch.h5,[  2   1  10 512 175]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P009@T1rho.h5,[  4   3  10 382 149]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P006@cine_sax.h5,[ 12   1  10 384 144]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P027@T1mappost.h5,[  9   3  10 380 149]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P049@cine_lax_4ch.h5,[ 12   1  10 450 198]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P037@T1mappost.h5,[  3   1  10 512 161]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P029@T1map.h5,[  8   3  10 512 187]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P017@cine_sax.h5,[ 12  11  10 446 198]
